case_id,repo_id,source_library,target_library,disposition,reason
natcap@taskgraph__3f256c6a__importlib-metadata__setuptools,natcap@taskgraph__3f256c6a,importlib-metadata,setuptools,retained_full_594,Included in the published full_594 evaluation set.
octodns@octodns-ddns__d152390d__requests__aiohttp,octodns@octodns-ddns__d152390d,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
octodns@octodns-ddns__d152390d__requests__httpx,octodns@octodns-ddns__d152390d,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
octodns@octodns-ddns__d152390d__requests__pycurl,octodns@octodns-ddns__d152390d,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
octodns@octodns-ddns__d152390d__requests__requests_futures,octodns@octodns-ddns__d152390d,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
octodns@octodns-ddns__d152390d__requests__treq,octodns@octodns-ddns__d152390d,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
octodns@octodns-ddns__d152390d__requests__urllib3,octodns@octodns-ddns__d152390d,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
omadson@fuzzy-c-means__c1195969__tqdm__alive-progress,omadson@fuzzy-c-means__c1195969,tqdm,alive-progress,retained_full_594,Included in the published full_594 evaluation set.
omadson@fuzzy-c-means__c1195969__tqdm__progressbar2,omadson@fuzzy-c-means__c1195969,tqdm,progressbar2,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__click__plac,opendilab@di-toolkit__8d728a42,click,plac,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__click__typer,opendilab@di-toolkit__8d728a42,click,typer,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__matplotlib__altair,opendilab@di-toolkit__8d728a42,matplotlib,altair,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__matplotlib__plotly,opendilab@di-toolkit__8d728a42,matplotlib,plotly,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__matplotlib__seaborn,opendilab@di-toolkit__8d728a42,matplotlib,seaborn,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__seaborn__altair,opendilab@di-toolkit__8d728a42,seaborn,altair,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__seaborn__plotly,opendilab@di-toolkit__8d728a42,seaborn,plotly,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__tqdm__alive-progress,opendilab@di-toolkit__8d728a42,tqdm,alive-progress,retained_full_594,Included in the published full_594 evaluation set.
opendilab@di-toolkit__8d728a42__tqdm__progressbar2,opendilab@di-toolkit__8d728a42,tqdm,progressbar2,retained_full_594,Included in the published full_594 evaluation set.
ornl@tx2__ce713605__matplotlib__altair,ornl@tx2__ce713605,matplotlib,altair,retained_full_594,Included in the published full_594 evaluation set.
ornl@tx2__ce713605__matplotlib__plotly,ornl@tx2__ce713605,matplotlib,plotly,retained_full_594,Included in the published full_594 evaluation set.
ornl@tx2__ce713605__matplotlib__seaborn,ornl@tx2__ce713605,matplotlib,seaborn,retained_full_594,Included in the published full_594 evaluation set.
ornl@tx2__ce713605__tqdm__alive-progress,ornl@tx2__ce713605,tqdm,alive-progress,retained_full_594,Included in the published full_594 evaluation set.
ornl@tx2__ce713605__tqdm__progressbar2,ornl@tx2__ce713605,tqdm,progressbar2,retained_full_594,Included in the published full_594 evaluation set.
osmlab@maproulette-python-client__a610f25a__requests__aiohttp,osmlab@maproulette-python-client__a610f25a,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
osmlab@maproulette-python-client__a610f25a__requests__httpx,osmlab@maproulette-python-client__a610f25a,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
osmlab@maproulette-python-client__a610f25a__requests__pycurl,osmlab@maproulette-python-client__a610f25a,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
osmlab@maproulette-python-client__a610f25a__requests__requests_futures,osmlab@maproulette-python-client__a610f25a,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
osmlab@maproulette-python-client__a610f25a__requests__treq,osmlab@maproulette-python-client__a610f25a,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
osmlab@maproulette-python-client__a610f25a__requests__urllib3,osmlab@maproulette-python-client__a610f25a,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
ozgurkara@fastapi-pydiator__7d70a90a__fastapi__sanic,ozgurkara@fastapi-pydiator__7d70a90a,fastapi,sanic,retained_full_594,Included in the published full_594 evaluation set.
ozgurkara@fastapi-pydiator__7d70a90a__httpx__aiohttp,ozgurkara@fastapi-pydiator__7d70a90a,httpx,aiohttp,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
ozgurkara@fastapi-pydiator__7d70a90a__httpx__requests,ozgurkara@fastapi-pydiator__7d70a90a,httpx,requests,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
ozgurkara@fastapi-pydiator__7d70a90a__httpx__urllib3,ozgurkara@fastapi-pydiator__7d70a90a,httpx,urllib3,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
ozgurkara@fastapi-pydiator__7d70a90a__python-dotenv__dynaconf,ozgurkara@fastapi-pydiator__7d70a90a,python-dotenv,dynaconf,retained_full_594,Included in the published full_594 evaluation set.
ozgurkara@fastapi-pydiator__7d70a90a__python-dotenv__environs,ozgurkara@fastapi-pydiator__7d70a90a,python-dotenv,environs,retained_full_594,Included in the published full_594 evaluation set.
pagerduty@pdpyras__a4b14c5c__requests__aiohttp,pagerduty@pdpyras__a4b14c5c,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
pagerduty@pdpyras__a4b14c5c__requests__httpx,pagerduty@pdpyras__a4b14c5c,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
pagerduty@pdpyras__a4b14c5c__requests__pycurl,pagerduty@pdpyras__a4b14c5c,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
pagerduty@pdpyras__a4b14c5c__requests__requests_futures,pagerduty@pdpyras__a4b14c5c,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
pagerduty@pdpyras__a4b14c5c__requests__treq,pagerduty@pdpyras__a4b14c5c,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
pagerduty@pdpyras__a4b14c5c__requests__urllib3,pagerduty@pdpyras__a4b14c5c,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
paytmmoney@pypmclient__8f966de0__httpx__aiohttp,paytmmoney@pypmclient__8f966de0,httpx,aiohttp,baseline_reproducibility,The baseline fails under the current dependency/API behavior because the project calls httpx.HTTPError with an obsolete signature.
paytmmoney@pypmclient__8f966de0__httpx__requests,paytmmoney@pypmclient__8f966de0,httpx,requests,baseline_reproducibility,The baseline fails under the current dependency/API behavior because the project calls httpx.HTTPError with an obsolete signature.
paytmmoney@pypmclient__8f966de0__httpx__urllib3,paytmmoney@pypmclient__8f966de0,httpx,urllib3,baseline_reproducibility,The baseline fails under the current dependency/API behavior because the project calls httpx.HTTPError with an obsolete signature.
pelagicore@qface__4a77e9aa__jinja2__mako,pelagicore@qface__4a77e9aa,jinja2,mako,retained_full_594,Included in the published full_594 evaluation set.
phacdatahub@django-htmx-autocomplete__bb64864b__beautifulsoup4__pyquery,phacdatahub@django-htmx-autocomplete__bb64864b,beautifulsoup4,pyquery,retained_full_594,Included in the published full_594 evaluation set.
pittcsc@pittapi__275fb928__beautifulsoup4__pyquery,pittcsc@pittapi__275fb928,beautifulsoup4,pyquery,retained_full_594,Included in the published full_594 evaluation set.
pittcsc@pittapi__275fb928__urllib3__aiohttp,pittcsc@pittapi__275fb928,urllib3,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
pittcsc@pittapi__275fb928__urllib3__httpx,pittcsc@pittapi__275fb928,urllib3,httpx,retained_full_594,Included in the published full_594 evaluation set.
pittcsc@pittapi__275fb928__urllib3__requests,pittcsc@pittapi__275fb928,urllib3,requests,retained_full_594,Included in the published full_594 evaluation set.
pklauke@pycamunda__fdab7274__requests__aiohttp,pklauke@pycamunda__fdab7274,requests,aiohttp,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
pklauke@pycamunda__fdab7274__requests__httpx,pklauke@pycamunda__fdab7274,requests,httpx,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
pklauke@pycamunda__fdab7274__requests__pycurl,pklauke@pycamunda__fdab7274,requests,pycurl,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
pklauke@pycamunda__fdab7274__requests__requests_futures,pklauke@pycamunda__fdab7274,requests,requests_futures,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
pklauke@pycamunda__fdab7274__requests__treq,pklauke@pycamunda__fdab7274,requests,treq,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
pklauke@pycamunda__fdab7274__requests__urllib3,pklauke@pycamunda__fdab7274,requests,urllib3,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
polymarket@py-clob-client__8ced2024__requests__aiohttp,polymarket@py-clob-client__8ced2024,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
polymarket@py-clob-client__8ced2024__requests__httpx,polymarket@py-clob-client__8ced2024,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
polymarket@py-clob-client__8ced2024__requests__pycurl,polymarket@py-clob-client__8ced2024,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
polymarket@py-clob-client__8ced2024__requests__requests_futures,polymarket@py-clob-client__8ced2024,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
polymarket@py-clob-client__8ced2024__requests__treq,polymarket@py-clob-client__8ced2024,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
polymarket@py-clob-client__8ced2024__requests__urllib3,polymarket@py-clob-client__8ced2024,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
pymike00@tinychat__cade1f91__requests__aiohttp,pymike00@tinychat__cade1f91,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
pymike00@tinychat__cade1f91__requests__httpx,pymike00@tinychat__cade1f91,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
pymike00@tinychat__cade1f91__requests__pycurl,pymike00@tinychat__cade1f91,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
pymike00@tinychat__cade1f91__requests__requests_futures,pymike00@tinychat__cade1f91,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
pymike00@tinychat__cade1f91__requests__treq,pymike00@tinychat__cade1f91,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
pymike00@tinychat__cade1f91__requests__urllib3,pymike00@tinychat__cade1f91,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
python-cas@python-cas__5697dcc5__requests__aiohttp,python-cas@python-cas__5697dcc5,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
python-cas@python-cas__5697dcc5__requests__httpx,python-cas@python-cas__5697dcc5,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
python-cas@python-cas__5697dcc5__requests__pycurl,python-cas@python-cas__5697dcc5,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
python-cas@python-cas__5697dcc5__requests__requests_futures,python-cas@python-cas__5697dcc5,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
python-cas@python-cas__5697dcc5__requests__treq,python-cas@python-cas__5697dcc5,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
python-cas@python-cas__5697dcc5__requests__urllib3,python-cas@python-cas__5697dcc5,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
raphaelauv@fastapi-aiohttp-example__99c2d449__aiohttp__httpx,raphaelauv@fastapi-aiohttp-example__99c2d449,aiohttp,httpx,retained_full_594,Included in the published full_594 evaluation set.
raphaelauv@fastapi-aiohttp-example__99c2d449__fastapi__sanic,raphaelauv@fastapi-aiohttp-example__99c2d449,fastapi,sanic,retained_full_594,Included in the published full_594 evaluation set.
raphaelauv@fastapi-aiohttp-example__99c2d449__httpx__aiohttp,raphaelauv@fastapi-aiohttp-example__99c2d449,httpx,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
raphaelauv@fastapi-aiohttp-example__99c2d449__httpx__requests,raphaelauv@fastapi-aiohttp-example__99c2d449,httpx,requests,retained_full_594,Included in the published full_594 evaluation set.
raphaelauv@fastapi-aiohttp-example__99c2d449__httpx__urllib3,raphaelauv@fastapi-aiohttp-example__99c2d449,httpx,urllib3,retained_full_594,Included in the published full_594 evaluation set.
raphaelm@python-fints__0dc1a801__requests__aiohttp,raphaelm@python-fints__0dc1a801,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
raphaelm@python-fints__0dc1a801__requests__httpx,raphaelm@python-fints__0dc1a801,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
raphaelm@python-fints__0dc1a801__requests__pycurl,raphaelm@python-fints__0dc1a801,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
raphaelm@python-fints__0dc1a801__requests__requests_futures,raphaelm@python-fints__0dc1a801,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
raphaelm@python-fints__0dc1a801__requests__treq,raphaelm@python-fints__0dc1a801,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
raphaelm@python-fints__0dc1a801__requests__urllib3,raphaelm@python-fints__0dc1a801,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
resend@resend-python__b468d4d5__requests__aiohttp,resend@resend-python__b468d4d5,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
resend@resend-python__b468d4d5__requests__httpx,resend@resend-python__b468d4d5,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
resend@resend-python__b468d4d5__requests__pycurl,resend@resend-python__b468d4d5,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
resend@resend-python__b468d4d5__requests__requests_futures,resend@resend-python__b468d4d5,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
resend@resend-python__b468d4d5__requests__treq,resend@resend-python__b468d4d5,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
resend@resend-python__b468d4d5__requests__urllib3,resend@resend-python__b468d4d5,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
rick12000@confopt__fbec2fdd__tqdm__alive-progress,rick12000@confopt__fbec2fdd,tqdm,alive-progress,retained_full_594,Included in the published full_594 evaluation set.
rick12000@confopt__fbec2fdd__tqdm__progressbar2,rick12000@confopt__fbec2fdd,tqdm,progressbar2,retained_full_594,Included in the published full_594 evaluation set.
rjvitorino@gists-catalogue__86eed6de__urllib3__aiohttp,rjvitorino@gists-catalogue__86eed6de,urllib3,aiohttp,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
rjvitorino@gists-catalogue__86eed6de__urllib3__httpx,rjvitorino@gists-catalogue__86eed6de,urllib3,httpx,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
rjvitorino@gists-catalogue__86eed6de__urllib3__requests,rjvitorino@gists-catalogue__86eed6de,urllib3,requests,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
rochacbruno@dundie-rewards__e35d6be5__click__plac,rochacbruno@dundie-rewards__e35d6be5,click,plac,retained_full_594,Included in the published full_594 evaluation set.
rochacbruno@dundie-rewards__e35d6be5__click__typer,rochacbruno@dundie-rewards__e35d6be5,click,typer,retained_full_594,Included in the published full_594 evaluation set.
rochacbruno@dundie-rewards__e35d6be5__httpx__aiohttp,rochacbruno@dundie-rewards__e35d6be5,httpx,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
rochacbruno@dundie-rewards__e35d6be5__httpx__requests,rochacbruno@dundie-rewards__e35d6be5,httpx,requests,retained_full_594,Included in the published full_594 evaluation set.
rochacbruno@dundie-rewards__e35d6be5__httpx__urllib3,rochacbruno@dundie-rewards__e35d6be5,httpx,urllib3,retained_full_594,Included in the published full_594 evaluation set.
saaste@fmi-weather-client__dfdda122__requests__httpx,saaste@fmi-weather-client__dfdda122,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
saaste@fmi-weather-client__dfdda122__requests__pycurl,saaste@fmi-weather-client__dfdda122,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
saaste@fmi-weather-client__dfdda122__requests__requests_futures,saaste@fmi-weather-client__dfdda122,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
saaste@fmi-weather-client__dfdda122__requests__treq,saaste@fmi-weather-client__dfdda122,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
saaste@fmi-weather-client__dfdda122__requests__urllib3,saaste@fmi-weather-client__dfdda122,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
saleweaver@rapid-rest-client__79aa8970__requests__aiohttp,saleweaver@rapid-rest-client__79aa8970,requests,aiohttp,baseline_reproducibility,"The tests call live HTTP endpoints that are now blocked or changed, returning a Cloudflare challenge instead of the expected response."
saleweaver@rapid-rest-client__79aa8970__requests__httpx,saleweaver@rapid-rest-client__79aa8970,requests,httpx,baseline_reproducibility,"The tests call live HTTP endpoints that are now blocked or changed, returning a Cloudflare challenge instead of the expected response."
saleweaver@rapid-rest-client__79aa8970__requests__pycurl,saleweaver@rapid-rest-client__79aa8970,requests,pycurl,baseline_reproducibility,"The tests call live HTTP endpoints that are now blocked or changed, returning a Cloudflare challenge instead of the expected response."
saleweaver@rapid-rest-client__79aa8970__requests__requests_futures,saleweaver@rapid-rest-client__79aa8970,requests,requests_futures,baseline_reproducibility,"The tests call live HTTP endpoints that are now blocked or changed, returning a Cloudflare challenge instead of the expected response."
saleweaver@rapid-rest-client__79aa8970__requests__treq,saleweaver@rapid-rest-client__79aa8970,requests,treq,baseline_reproducibility,"The tests call live HTTP endpoints that are now blocked or changed, returning a Cloudflare challenge instead of the expected response."
saleweaver@rapid-rest-client__79aa8970__requests__urllib3,saleweaver@rapid-rest-client__79aa8970,requests,urllib3,baseline_reproducibility,"The tests call live HTTP endpoints that are now blocked or changed, returning a Cloudflare challenge instead of the expected response."
sann05@python-currencycom__d790bd00__requests__aiohttp,sann05@python-currencycom__d790bd00,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
sann05@python-currencycom__d790bd00__requests__httpx,sann05@python-currencycom__d790bd00,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
sann05@python-currencycom__d790bd00__requests__pycurl,sann05@python-currencycom__d790bd00,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
sann05@python-currencycom__d790bd00__requests__requests_futures,sann05@python-currencycom__d790bd00,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
sann05@python-currencycom__d790bd00__requests__treq,sann05@python-currencycom__d790bd00,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
sann05@python-currencycom__d790bd00__requests__urllib3,sann05@python-currencycom__d790bd00,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
sarartur@chess.com__fdd85340__requests__aiohttp,sarartur@chess.com__fdd85340,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
sarartur@chess.com__fdd85340__requests__httpx,sarartur@chess.com__fdd85340,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
sarartur@chess.com__fdd85340__requests__pycurl,sarartur@chess.com__fdd85340,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
sarartur@chess.com__fdd85340__requests__requests_futures,sarartur@chess.com__fdd85340,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
sarartur@chess.com__fdd85340__requests__treq,sarartur@chess.com__fdd85340,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
sarartur@chess.com__fdd85340__requests__urllib3,sarartur@chess.com__fdd85340,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
seamile@jsonfmt__c6f6d17f__pygments__rich,seamile@jsonfmt__c6f6d17f,pygments,rich,retained_full_594,Included in the published full_594 evaluation set.
seamile@jsonfmt__c6f6d17f__toml__tomli,seamile@jsonfmt__c6f6d17f,toml,tomli,retained_full_594,Included in the published full_594 evaluation set.
seamile@jsonfmt__c6f6d17f__toml__tomlkit,seamile@jsonfmt__c6f6d17f,toml,tomlkit,retained_full_594,Included in the published full_594 evaluation set.
securisec@chepy__15beb6d7__colorama__rich,securisec@chepy__15beb6d7,colorama,rich,retained_full_594,Included in the published full_594 evaluation set.
securisec@chepy__15beb6d7__colorama__termcolor,securisec@chepy__15beb6d7,colorama,termcolor,retained_full_594,Included in the published full_594 evaluation set.
segmentio@analytics-python__603632f3__requests__aiohttp,segmentio@analytics-python__603632f3,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
segmentio@analytics-python__603632f3__requests__httpx,segmentio@analytics-python__603632f3,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
segmentio@analytics-python__603632f3__requests__pycurl,segmentio@analytics-python__603632f3,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
segmentio@analytics-python__603632f3__requests__requests_futures,segmentio@analytics-python__603632f3,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
segmentio@analytics-python__603632f3__requests__treq,segmentio@analytics-python__603632f3,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
segmentio@analytics-python__603632f3__requests__urllib3,segmentio@analytics-python__603632f3,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
sindrel@nrk-pod-feeds__69b3cf40__requests__aiohttp,sindrel@nrk-pod-feeds__69b3cf40,requests,aiohttp,baseline_reproducibility,The tests rely on live NRK podcast/feed data whose seasons and episode records changed.
sindrel@nrk-pod-feeds__69b3cf40__requests__httpx,sindrel@nrk-pod-feeds__69b3cf40,requests,httpx,baseline_reproducibility,The tests rely on live NRK podcast/feed data whose seasons and episode records changed.
sindrel@nrk-pod-feeds__69b3cf40__requests__pycurl,sindrel@nrk-pod-feeds__69b3cf40,requests,pycurl,baseline_reproducibility,The tests rely on live NRK podcast/feed data whose seasons and episode records changed.
sindrel@nrk-pod-feeds__69b3cf40__requests__requests_futures,sindrel@nrk-pod-feeds__69b3cf40,requests,requests_futures,baseline_reproducibility,The tests rely on live NRK podcast/feed data whose seasons and episode records changed.
sindrel@nrk-pod-feeds__69b3cf40__requests__treq,sindrel@nrk-pod-feeds__69b3cf40,requests,treq,baseline_reproducibility,The tests rely on live NRK podcast/feed data whose seasons and episode records changed.
sindrel@nrk-pod-feeds__69b3cf40__requests__urllib3,sindrel@nrk-pod-feeds__69b3cf40,requests,urllib3,baseline_reproducibility,The tests rely on live NRK podcast/feed data whose seasons and episode records changed.
skyme5@snapchat-dl__9b382d01__requests__aiohttp,skyme5@snapchat-dl__9b382d01,requests,aiohttp,baseline_reproducibility,Downloader tests depend on an external sample media host that timed out during reproduction.
skyme5@snapchat-dl__9b382d01__requests__httpx,skyme5@snapchat-dl__9b382d01,requests,httpx,baseline_reproducibility,Downloader tests depend on an external sample media host that timed out during reproduction.
skyme5@snapchat-dl__9b382d01__requests__pycurl,skyme5@snapchat-dl__9b382d01,requests,pycurl,baseline_reproducibility,Downloader tests depend on an external sample media host that timed out during reproduction.
skyme5@snapchat-dl__9b382d01__requests__requests_futures,skyme5@snapchat-dl__9b382d01,requests,requests_futures,baseline_reproducibility,Downloader tests depend on an external sample media host that timed out during reproduction.
skyme5@snapchat-dl__9b382d01__requests__treq,skyme5@snapchat-dl__9b382d01,requests,treq,baseline_reproducibility,Downloader tests depend on an external sample media host that timed out during reproduction.
skyme5@snapchat-dl__9b382d01__requests__urllib3,skyme5@snapchat-dl__9b382d01,requests,urllib3,baseline_reproducibility,Downloader tests depend on an external sample media host that timed out during reproduction.
smartystreets@smartystreets-python-sdk__af56ea7f__requests__aiohttp,smartystreets@smartystreets-python-sdk__af56ea7f,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
smartystreets@smartystreets-python-sdk__af56ea7f__requests__httpx,smartystreets@smartystreets-python-sdk__af56ea7f,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
smartystreets@smartystreets-python-sdk__af56ea7f__requests__pycurl,smartystreets@smartystreets-python-sdk__af56ea7f,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
smartystreets@smartystreets-python-sdk__af56ea7f__requests__requests_futures,smartystreets@smartystreets-python-sdk__af56ea7f,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
smartystreets@smartystreets-python-sdk__af56ea7f__requests__treq,smartystreets@smartystreets-python-sdk__af56ea7f,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
smartystreets@smartystreets-python-sdk__af56ea7f__requests__urllib3,smartystreets@smartystreets-python-sdk__af56ea7f,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
spiketools@spiketools__3df1ec3a__matplotlib__altair,spiketools@spiketools__3df1ec3a,matplotlib,altair,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
spiketools@spiketools__3df1ec3a__matplotlib__plotly,spiketools@spiketools__3df1ec3a,matplotlib,plotly,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
spiketools@spiketools__3df1ec3a__matplotlib__seaborn,spiketools@spiketools__3df1ec3a,matplotlib,seaborn,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
spryngtime@openai-load-balancer__b46dfd82__python-dotenv__dynaconf,spryngtime@openai-load-balancer__b46dfd82,python-dotenv,dynaconf,retained_full_594,Included in the published full_594 evaluation set.
spryngtime@openai-load-balancer__b46dfd82__python-dotenv__environs,spryngtime@openai-load-balancer__b46dfd82,python-dotenv,environs,retained_full_594,Included in the published full_594 evaluation set.
stefanschinkel@gantt__28be0938__matplotlib__altair,stefanschinkel@gantt__28be0938,matplotlib,altair,retained_full_594,Included in the published full_594 evaluation set.
stefanschinkel@gantt__28be0938__matplotlib__plotly,stefanschinkel@gantt__28be0938,matplotlib,plotly,retained_full_594,Included in the published full_594 evaluation set.
stefanschinkel@gantt__28be0938__matplotlib__seaborn,stefanschinkel@gantt__28be0938,matplotlib,seaborn,retained_full_594,Included in the published full_594 evaluation set.
stephenhillier@starlette_exporter__05b9e18c__httpx__aiohttp,stephenhillier@starlette_exporter__05b9e18c,httpx,aiohttp,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
stephenhillier@starlette_exporter__05b9e18c__httpx__requests,stephenhillier@starlette_exporter__05b9e18c,httpx,requests,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
stephenhillier@starlette_exporter__05b9e18c__httpx__urllib3,stephenhillier@starlette_exporter__05b9e18c,httpx,urllib3,dependency_only,"The source library occurs only in dependency/configuration metadata, with no editable production-code API usage."
suadelabs@rattr__e9fa5ef3__attrs__cattrs,suadelabs@rattr__e9fa5ef3,attrs,cattrs,test_selection_applicability,Recorded as excluded by the applicable-test/test-selection filter; the archived case table does not specify a more detailed per-case cause.
sudiptob2@cf-stats__ce93670b__requests__aiohttp,sudiptob2@cf-stats__ce93670b,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
sudiptob2@cf-stats__ce93670b__requests__httpx,sudiptob2@cf-stats__ce93670b,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
sudiptob2@cf-stats__ce93670b__requests__pycurl,sudiptob2@cf-stats__ce93670b,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
